ambivalent,-2,-1
ambivalent,-2,-1
ambush,-1,-1
ambush,-1,-1
ameliorate,2,1
amenable,2,1
amenity,1,1
amiability,2,1
amiabily,2,1
amiable,2,1
amicability,2,1
amicable,2,1
amicably,2,1
amiss,-2,-1
amity,1,1
amity,1,1
amnesty,1,1
amour,2,1
ample,1,1
amply,1,1
amplify,0,0
amputate,-1,-1
amuse,2,1
amusement,2,1
amusement,2,1
amusing,2,1
amusing,2,1
amusingly,2,1
analytical,0,0
anarchism,-2,-1
anarchist,-2,-1
anarchistic,-2,-1
anarchy,-2,-1
anemic,-1,-1
angel,1,1
angelic,2,1
anger,-2,-1
anger,-2,-1
anger,-2,-1
angrily,-2,-1
angriness,-2,-1
angry,-2,-1
anguish,-2,-1
anguish,-2,-1
annihilate,-2,-1
annihilation,-2,-1
animated,1,1
animosity,-2,-1
annoy,-2,-1
annoyance,-2,-1
annoyed,-2,-1
annoying,-2,-1
annoying,-2,-1
annoyingly,-2,-1
anomalous,-1,-1
anomaly,-1,-1
antagonism,-2,-1
antagonist,-1,-1
antagonistic,-2,-1
antagonize,-2,-1
anti-,-2,-1
anti-American,-2,-1
anti-American,-2,-1
anti-Israeli,-2,-1
anti-Israeli,-2,-1
anti-Semites,-2,-1
anti-Semites,-2,-1
anti-US,-2,-1
anti-US,-2,-1
anti-occupation,-2,-1
anti-occupation,-2,-1
anti-proliferation,-2,-1
anti-proliferation,-2,-1
anti-social,-2,-1
anti-white,-2,-1
anti-white,-2,-1
antipathy,-2,-1
antiquated,-2,-1
antithetical,-2,-1
antithetical,-2,-1
anxieties,-2,-1
anxiety,-2,-1
anxious,-2,-1
anxiously,-2,-1
anxiousness,-2,-1
anyhow,0,0
anyway,0,0
anyways,0,0
apathetic,-2,-1
apathetic,-2,-1
apathetically,-2,-1
apathy,-2,-1
ape,-2,-1
apocalypse,-2,-1
apocalyptic,-2,-1
apologist,-2,-1
apologist,-2,-1
apologists,-2,-1
apologists,-2,-1
apostle,2,1
apostle,2,1
apotheosis,2,1
apotheosis,2,1
appal,-2,-1
appall,-2,-1
appall,-2,-1
appall,-2,-1
appalled,-2,-1
appalling,-2,-1
appallingly,-2,-1
apparent,0,0
apparently,0,0
appeal,1,1
appeal,1,1
appeal,1,1
appealing,2,1
appear,0,0
appearance,0,0
appearance,0,0
appease,1,1
applaud,2,1
appreciable,1,1
appreciate,2,1
appreciation,2,1
appreciation,2,1
appreciative,2,1
appreciatively,2,1
appreciativeness,2,1
apprehend,0,0
apprehension,-2,-1
apprehensions,-2,-1
apprehensions,-2,-1
apprehensive,-2,-1
apprehensive,-2,-1
apprehensively,-2,-1
appropriate,1,1
approval,1,1
approve,1,1
apt,1,1
aptly,1,1
aptitude,1,1
arbitrary,-2,-1
arcane,-2,-1
archaic,-2,-1
ardent,2,1
ardently,2,1
ardor,2,1
arduous,-2,-1
arduously,-2,-1
aristocratic,1,1
argue,-2,-1
argument,-1,-1
argument,-1,-1
argumentative,-2,-1
arguments,-1,-1
arguments,-1,-1
arousal,2,1
arouse,2,1
arousing,2,1
arresting,2,1
arrogance,-2,-1
arrogant,-2,-1
arrogant,-2,-1
arrogantly,-2,-1
arrogantly,-2,-1
articulate,2,1
artificial,-1,-1
ascendant,2,1
ascendant,2,1
ascertainable,2,1
ascertainable,2,1
ashamed,-2,-1
asinine,-2,-1
asininely,-2,-1
asinininity,-2,-1
askance,-2,-1
asperse,-2,-1
aspersion,-2,-1
aspersions,-2,-1
aspiration,2,1
aspirations,2,1
aspirations,2,1
aspire,2,1
assail,-1,-1
assassinate,-1,-1
assassin,-2,-1
assault,-1,-1
assault,-1,-1
assent,2,1
assertions,2,1
assertions,2,1
assertive,1,1
assess,0,0
assessment,0,0
assessment,0,0
assessments,0,0
assessments,0,0
asset,1,1
assiduous,2,1
assiduously,2,1
assuage,1,1
assumption,0,0
assumption,0,0
assurance,1,1
assurance,1,1
assurances,1,1
assurances,1,1
assure,2,1
assuredly,2,1
astonish,2,1
astonished,2,1
astonishing,2,1
astonishing,2,1
astonishingly,2,1
astonishment,2,1
astound,2,1
astounded,2,1
astounding,2,1
astounding,2,1
astounding,2,1
astoundingly,2,1
astray,-1,-1
astronomic,0,0
astronomical,0,0
astronomically,0,0
astute,2,1
astutely,2,1
asunder,-2,-1
asylum,1,1
asylum,1,1
atrocious,-2,-1
atrocities,-2,-1
atrocity,-2,-1
atrophy,-2,-1
attack,-1,-1
attack,-1,-1
attain,1,1
attainable,1,1
attentive,2,1
attest,2,1
attitude,0,0
attitude,0,0
attitudes,0,0
attitudes,0,0
attraction,2,1
attraction,2,1
attractive,2,1
attractive,2,1
attractively,2,1
attune,1,1
audacious,-2,-1
audaciously,-2,-1
audaciousness,-2,-1
audacity,-2,-1
auspicious,2,1
austere,-2,-1
authentic,1,1
authoritarian,-1,-1
authoritative,1,1
autocrat,-2,-1
autocratic,-2,-1
award,1,1
award,1,1
awareness,0,0
aware,0,0
autocratic,-2,-1
autocratic,-2,-1
autonomous,1,1
avalanche,-2,-1
avalanche,-2,-1
avarice,-2,-1
avaricious,-2,-1
avariciously,-2,-1
avenge,-2,-1
aver,2,1
averse,-2,-1
aversion,-2,-1
avid,2,1
avidly,2,1
avoid,-1,-1
avoidance,-1,-1
awe,2,1
awe,2,1
awed,2,1
awesome,2,1
awesome,2,1
awesomely,2,1
awesomeness,2,1
awestruck,2,1
awful,-2,-1
awful,-2,-1
awfully,-2,-1
awfulness,-2,-1
awfulness,-2,-1
awkward,-2,-1
awkwardness,-2,-1
ax,-2,-1
babble,-2,-1
baby,0,0
baby,0,0
back,1,1
backbite,-2,-1
backbiting,-2,-1
backbone,1,1
backward,-2,-1
backwardness,-2,-1
bad,-2,-1
badly,-2,-1
baffle,-2,-1
baffled,-2,-1
bafflement,-2,-1
baffling,-2,-1
bait,-2,-1
balanced,1,1
balk,-2,-1
banal,-2,-1
banal,-2,-1
banalize,-2,-1
bane,-2,-1
banish,-2,-1
banish,-2,-1
banishment,-2,-1
bankrupt,-1,-1
bankrupt,-1,-1
bar,-1,-1
barbarian,-2,-1
barbarian,-2,-1
barbaric,-2,-1
barbarically,-2,-1
barbarity,-2,-1
barbarity,-2,-1
barbarous,-2,-1
barbarous,-2,-1
barbarously,-2,-1
barely,-1,-1
bargain,2,1
bargain,2,1
barren,-2,-1
baseless,-2,-1
bashful,-2,-1
basic,1,1
basically,0,0
bask,1,1
bastard,-2,-1
bastard,-2,-1
batons,0,0
batons,0,0
battered,-1,-1
battering,-1,-1
battering,-1,-1
battle,-1,-1
battle-lines,-2,-1
battle-lines,-2,-1
battlefield,-1,-1
battleground,-2,-1
battleground,-2,-1
batty,-2,-1
beacon,1,1
bearish,-1,-1
beast,-2,-1
beast,-2,-1
beastly,-2,-1
beatify,2,1
beauteous,2,1
beautiful,2,1
beautiful,2,1
beautifully,2,1
beautify,2,1
beauty,2,1
bedlam,-2,-1
bedlamite,-2,-1
befit,2,1
befitting,2,1
befoul,-2,-1
befriend,2,1
beg,-2,-1
beggar,-1,-1
beggarly,-2,-1
begging,-2,-1
begging,-2,-1
beguile,-2,-1
belated,-1,-1
belabor,-2,-1
beleaguer,-2,-1
belie,-2,-1
belief,0,0
belief,0,0
beliefs,0,0
beliefs,0,0
believable,2,1
believe,0,0
belittle,-2,-1
belittled,-2,-1
belittling,-2,-1
bellicose,-2,-1
bellicose,-2,-1
belligerence,-2,-1
belligerent,-2,-1
belligerent,-2,-1
belligerently,-2,-1
beloved,2,1
bemoan,-2,-1
bemoaning,-2,-1
bemused,-2,-1
benefactor,1,1
beneficial,1,1
beneficent,2,1
beneficial,2,1
beneficially,2,1
beneficiary,2,1
beneficiary,2,1
benefit,1,1
benefit,1,1
benefits,1,1
benefits,1,1
benevolence,2,1
benevolent,2,1
benign,1,1
bent,-1,-1
berate,-2,-1
bereave,-2,-1
bereavement,-2,-1
bereft,-2,-1
berserk,-2,-1
beseech,-2,-1
beset,-1,-1
besides,0,0
besiege,-1,-1
besmirch,-2,-1
best,2,1
best-known,2,1
best-performing,2,1
best-selling,1,1
bestial,-2,-1
betray,-2,-1
betrayal,-2,-1
betrayals,-2,-1
betrayer,-2,-1
better,2,1
better,1,1
better-known,2,1
better-than-expected,2,1
bewail,-2,-1
beware,-1,-1
bewilder,-2,-1
bewildered,-2,-1
bewildering,-2,-1
bewildering,-2,-1
bewilderingly,-2,-1
bewilderment,-2,-1
bewitch,-2,-1
bias,-2,-1
bias,-2,-1
bias,-2,-1
biased,-2,-1
biased,-2,-1
biases,-2,-1
biases,-2,-1
bicker,-2,-1
bickering,-2,-1
bid-rigging,-1,-1
big,0,0
bitch,-2,-1
bitchy,-2,-1
biting,-2,-1
bitingly,-2,-1
bitter,-2,-1
bitterly,-2,-1
bitterness,-2,-1
bizarre,-2,-1
blab,-2,-1
blabber,-2,-1
black,-1,-1
blackmail,-1,-1
blah,-2,-1
blame,-2,-1
blame,-2,-1
blame,-2,-1
blameless,2,1
blameworthy,-2,-1
bland,-2,-1
blandish,-2,-1
blaspheme,-2,-1
blasphemous,-2,-1
blasphemous,-2,-1
blasphemy,-2,-1
blast,-1,-1
blasted,-2,-1
blatant,-2,-1
blatantly,-2,-1
blather,-2,-1
bleak,-2,-1
bleakly,-2,-1
bleakness,-2,-1
bleed,-1,-1
blemish,-1,-1
blemish,-1,-1
bless,2,1
blessing,2,1
blessing,2,1
blind,-1,-1
blinding,-2,-1
blinding,-2,-1
blindingly,-2,-1
blindness,-1,-1
blindside,-2,-1
bliss,2,1
blissful,2,1
blissfully,2,1
blister,-2,-1
blistering,-2,-1
blithe,2,1
bloated,-2,-1
block,-1,-1
block,-1,-1
blockhead,-2,-1
blood,0,0
blood,-1,-1
bloodshed,-2,-1
bloodthirsty,-2,-1
bloody,-1,-1
bloom,1,1
blossom,1,1
blow,-1,-1
blow,-1,-1
blunder,-2,-1
blunder,-2,-1
blundering,-2,-1
blunders,-2,-1
blunt,-2,-1
blur,-1,-1
blurt,-2,-1
boast,2,1
boast,-2,-1
boastful,-2,-1
boggle,-2,-1
bogus,-2,-1
boil,-2,-1
boiling,-2,-1
boisterous,-2,-1
bold,2,1
boldly,2,1
boldness,2,1
bolster,2,1
bombard,-1,-1
bomb,-1,-1
bombardment,-2,-1
bombardment,-2,-1
bombastic,-2,-1
bondage,-2,-1
bonkers,-2,-1
bonkers,-2,-1
bonny,2,1
bonus,1,1
boom,1,1
booming,1,1
boost,1,1
boost,1,1
bore,-2,-1
boredom,-2,-1
boring,-2,-1
boring,-2,-1
botch,-2,-1
bother,-2,-1
bother,-2,-1
bothersome,-2,-1
boundless,2,1
bountiful,2,1
bowdlerize,-2,-1
boycott,-1,-1
boycott,-1,-1
brag,0,0
brag,0,0
braggart,-2,-1
braggart,-2,-1
bragger,-2,-1
bragger,-2,-1
brains,2,1
brains,2,1
brainwash,-2,-1
brainy,2,1
brash,-2,-1
brashly,-2,-1
brashness,-2,-1
brat,-2,-1
bravado,-2,-1
brave,2,1
brave,2,1
bravery,2,1
bravery,2,1
brazen,-2,-1
brazenly,-2,-1
brazenly,-2,-1
brazenness,-2,-1
brazenness,-2,-1
breach,-1,-1
breach,-1,-1
break,-1,-1
break-point,-2,-1
break-point,-2,-1
breakdown,-1,-1
breakthrough,1,1
breakthrough,1,1
breakthroughs,1,1
breakthroughs,1,1
breathlessness,2,1
breathlessness,2,1
breathtaking,2,1
breathtakingly,2,1
bright,1,1
brighten,1,1
brightness,1,1
brilliance,1,1
brilliant,2,1
brilliant,2,1
brilliantly,2,1
brimstone,-2,-1
brimstone,-2,-1
brisk,1,1
bristle,-2,-1
brittle,-1,-1
broad,1,1
broad-based,0,0
broke,-1,-1
broken-hearted,-2,-1
brood,-2,-1
brook,2,1
brotherly,1,1
browbeat,-2,-1
bruise,-1,-1
brusque,-2,-1
brutal,-2,-1
brutalising,-2,-1
brutalising,-2,-1
brutalities,-2,-1
brutalities,-2,-1
brutality,-2,-1
brutalize,-2,-1
brutalizing,-2,-1
brutally,-2,-1
brute,-2,-1
brutish,-2,-1
bug,-1,-1
buckle,-1,-1
bulky,-1,-1
bull,1,1
bull,1,1
bullies,-2,-1
bullies,-2,-1
bullish,1,1
bullish,1,1
bully,-2,-1
bully,-2,-1
bullyingly,-2,-1
bum,-1,-1
bumpy,-1,-1
bungle,-2,-1
bungler,-2,-1
bunk,-1,-1
buoyant,1,1
burden,-2,-1
burden,-2,-1
burdensome,-2,-1
burdensome,-2,-1
burdensomely,-2,-1
burn,-2,-1
busy,-1,-1
busybody,-2,-1
butcher,-1,-1
butchery,-2,-1
byzantine,-2,-1
cackle,-2,-1
cajole,-2,-1
calamities,-2,-1
calamitous,-2,-1
calamitously,-2,-1
calamity,-2,-1
calamity,-2,-1
callous,-2,-1
calm,1,1
calm,1,1
calming,2,1
calmness,1,1
calumniate,-2,-1
calumniation,-2,-1
calumnies,-2,-1
calumnious,-2,-1
calumniously,-2,-1
calumny,-2,-1
cancer,-1,-1
cancerous,-1,-1
candid,2,1
candor,2,1
cannibal,-2,-1
cannibalize,-2,-1
capable,1,1
capability,1,1
capably,1,1
capitalize,1,1
capitulate,-1,-1
capricious,-2,-1
capriciously,-2,-1
capriciousness,-2,-1
capsize,-1,-1
captivate,2,1
captivating,2,1
captivation,2,1
captive,-1,-1
care,1,1
carefree,2,1
careful,1,1
careless,-2,-1
carelessness,-2,-1
caricature,-2,-1
carnage,-2,-1
carp,-2,-1
cartoon,-1,-1
cartoon,-1,-1
cartoonish,-2,-1
cash-strapped,-1,-1
castigate,-2,-1
casualty,-1,-1
cataclysm,-2,-1
cataclysmal,-2,-1
cataclysmic,-2,-1
cataclysmically,-2,-1
catalyst,2,1
catalyst,2,1
catastrophe,-2,-1
catastrophe,-2,-1
catastrophes,-2,-1
catastrophic,-2,-1
catastrophic,-2,-1
catastrophically,-2,-1
catchy,2,1
caustic,-2,-1
caustically,-2,-1
cautionary,-2,-1
cautious,-1,-1
cave,-1,-1
ceaseless,0,0
celebrate,2,1
celebrated,2,1
celebration,2,1
celebratory,2,1
celebrity,1,1
censure,-2,-1
censure,-2,-1
censure,-2,-1
central,0,0
certain,0,0
certainly,0,0
certified,0,0
chafe,-2,-1
chaff,-2,-1
chagrin,-2,-1
chagrin,-2,-1
challenge,-1,-1
challenge,-1,-1
challenging,-1,-1
champion,1,1
champion,1,1
champ,1,1
champion,1,1
chant,0,0
chant,0,0
chaos,-2,-1
chaotic,-2,-1
charisma,-2,-1
charismatic,2,1
charitable,1,1
charitable,1,1
charity,1,1
charm,2,1
charm,2,1
charm,2,1
charming,2,1
charming,2,1
charmingly,2,1
chaste,2,1
chasten,-2,-1
chastise,-2,-1
chastisement,-2,-1
chatter,-2,-1
chatterbox,-2,-1
cheapen,-2,-1
cheap,-2,-1
cheat,-2,-1
cheat,-2,-1
cheater,-2,-1
cheer,2,1
cheer,2,1
cheery,2,1
cheerful,2,1
cheerless,-2,-1
cherish,2,1
cherished,2,1
cherub,2,1
chic,2,1
chide,-2,-1
childish,-2,-1
chill,-1,-1
chilly,-1,-1
chit,-2,-1
chivalry,2,1
chivalrous,2,1
choppy,-1,-1
choke,-1,-1
chore,-1,-1
chronic,-1,-1
chum,1,1
civility,2,1
civilization,1,1
civilize,1,1
civilize,1,1
civil,1,1
claim,0,0
clamor,-1,-1
clamorous,-1,-1
clandestine,0,0
clarity,1,1
clash,-1,-1
clash,-1,-1
classic,1,1
clean,1,1
cleanliness,1,1
cleanse,1,1
clear,1,1
clear-cut,2,1
clearer,2,1
clearer,2,1
clearly,2,1
clever,2,1
cliche,-2,-1
cliched,-2,-1
clique,-1,-1
clog,-1,-1
close,-1,-1
closeness,2,1
closeness,2,1
cloud,-2,-1
clout,2,1
clout,2,1
clumsy,-2,-1
co-operation,1,1
co-operation,1,1
coarse,-1,-1
coax,2,1
cocky,-2,-1
coddle,1,1
coerce,-2,-1
coercion,-2,-1
coercive,-2,-1
cogent,2,1
cohesive,1,1
cogitate,0,0
cognizance,0,0
cognizance,0,0
cognizant,0,0
cohere,1,1
coherence,2,1
coherence,2,1
coherent,1,1
cohesion,1,1
cohesive,1,1
cold,-1,-1
coldly,-2,-1
collapse,-1,-1
collapse,-1,-1
collide,-1,-1
collude,-2,-1
collusion,-2,-1
colorful,1,1
colossal,1,1
combative,-1,-1
comeback,1,1
comeback,1,1
comedy,-1,-1
comedy,-1,-1
comely,2,1
comfort,1,1
comfortable,1,1
comfortable,1,1
comfortably,1,1
comforting,2,1
comical,-1,-1
commend,2,1
commendable,2,1
commendably,2,1
commensurate,1,1
commonsense,1,1
commonsensible,1,1
commonsensibly,1,1
commonsensical,1,1
comment,0,0
comment,0,0
commentator,0,0
commentator,0,0
commodious,1,1
commiserate,-2,-1
commitment,1,1
commitment,1,1
commonplace,-1,-1
commotion,-2,-1
commotion,-2,-1
compact,1,1
compassion,2,1
compassionate,2,1
compatible,1,1
compatible,1,1
compel,-2,-1
compelling,2,1
compelling,2,1
compensate,2,1
competent,1,1
competence,1,1
competency,1,1
competitive,1,1
competitive,1,1
competitiveness,1,1
complacent,-2,-1
complacent,-2,-1
complain,-2,-1
complaining,-2,-1
complaining,-2,-1
complaint,-2,-1
complaints,-2,-1
complaints,-2,-1
complement,2,1
complement,1,1
complete,0,0
completely,0,0
complex,-1,-1
compliant,2,1
compliant,2,1
complicate,-1,-1
complicated,-1,-1
complication,-1,-1
complicit,-2,-1
compliment,2,1
complimentary,2,1
comprehend,0,0
comprehensive,1,1
compromise,1,1
compromise,1,1
compromise,1,1
compromises,1,1
compromises,1,1
compulsion,-2,-1
compulsive,-2,-1
compulsory,-1,-1
comrades,2,1
comrades,2,1
concede,-2,-1
conceit,-2,-1
conceited,-2,-1
conceivable,2,1
conceivable,2,1
concern,-2,-1
concern,-2,-1
concern,-1,-1
concerned,-2,-1
concerning,0,0
concerning,0,0
concerns,-2,-1
concerns,-2,-1
concerted,0,0
concession,-1,-1
concession,-1,-1
concessions,-1,-1
concessions,-1,-1
conciliate,2,1
conciliatory,2,1
conclusive,1,1
concrete,1,1
concur,2,1
condescend,-2,-1
condescending,-2,-1
condescendingly,-2,-1
condescension,-2,-1
condemn,-2,-1
condemn,-2,-1
condemnable,-2,-1
condemnation,-2,-1
condolence,-2,-1
condolences,-2,-1
condolences,-2,-1
condone,2,1
conducive,1,1
conducive,1,1
confer,1,1
confess,-2,-1
confession,-2,-1
confessions,-2,-1
confessions,-2,-1
confide,0,0
confidence,2,1
confidence,2,1
confident,2,1
conflict,-1,-1
conflict,-1,-1
confound,-1,-1
confound,-1,-1
confounded,-1,-1
confounding,-1,-1
confront,-1,-1
confrontation,-2,-1
confrontation,-2,-1
confrontational,-1,-1
confuse,-2,-1
confused,-2,-1
confusing,-2,-1
confusing,-2,-1
confusion,-2,-1
confusion,-2,-1
confute,2,1
congenial,2,1
congested,-1,-1
congestion,-1,-1
congratulate,2,1
congratulations,2,1
congratulations,2,1
congratulatory,2,1
conjecture,0,0
conquer,1,1
conscience,0,0
conscience,1,1
conscientious,2,1
consciousness,0,0
consciousness,0,0
consensus,2,1
consent,2,1
consequently,0,0
consider,0,0
considerable,0,0
considerably,0,0
considerate,2,1
consideration,0,0
consideration,0,0
consistent,1,1
console,1,1
conspicuous,-2,-1
conspicuous,-2,-1
conspicuously,-2,-1
conspiracies,-1,-1
conspiracies,-1,-1
conspiracy,-1,-1
conspiracy,-1,-1
conspirator,-2,-1
conspirator,-2,-1
conspiratorial,-2,-1
conspire,-2,-1
constancy,2,1
consternation,-2,-1
constitutions,0,0
constitutions,0,0
constrain,-1,-1
constraint,-1,-1
constructive,1,1
constructive,1,1
constructive,1,1
consume,-1,-1
consummate,2,1
contagious,-1,-1
contaminate,-1,-1
contamination,-1,-1
contemplate,0,0
contempt,-2,-1
contemptible,-2,-1
contemptuous,-2,-1
contemptuously,-2,-1
contend,-2,-1
content,2,1
content,1,1
contention,-2,-1
contentment,2,1
contentious,-2,-1
contentious,-2,-1
continuity,1,1
continuous,0,0
contort,-2,-1
contortions,-2,-1
contortions,-2,-1
contradict,-2,-1
contradiction,-2,-1
contradictory,-2,-1
contrariness,-2,-1
contrary,-2,-1
contravene,-2,-1
contribution,1,1
contribution,1,1
contrive,-2,-1
contrived,-2,-1
controversial,-1,-1
controversial,-1,-1
controversy,-1,-1
controversy,-1,-1
convenient,1,1
convenient,2,1
conveniently,2,1
conviction,1,1
conviction,1,1
convince,1,1
convincing,2,1
convincing,2,1
convincingly,2,1
convoluted,-2,-1
cooperate,1,1
cooperation,1,1
cooperation,1,1
cooperative,1,1
cooperatively,1,1
coping,-1,-1
coping,-1,-1
cordial,1,1
cornerstone,2,1
cornerstone,2,1
correct,1,1
correct,1,1
corrective,0,0
correctly,2,1
corrode,-1,-1
corrosion,-1,-1
corrosive,-1,-1
corrupt,-2,-1
corrupt,-2,-1
corruption,-2,-1
cost-effective,1,1
cost-saving,1,1
costly,-1,-1
could,0,0
counterproductive,-2,-1
coupists,-2,-1
coupists,-2,-1
courage,2,1
courage,2,1
courageous,2,1
courageously,2,1
courageousness,2,1
court,2,1
courteous,2,1
courtesy,2,1
courtly,2,1
covenant,1,1
covert,0,0
covet,0,0
coveting,0,0
covetingly,0,0
covetous,-2,-1
covetous,-2,-1
covetously,0,0
cow,-1,-1
coward,-2,-1
cowardly,-2,-1
cozy,2,1
crackdown,-1,-1
crackdown,-1,-1
crafty,-2,-1
cramped,-1,-1
cranky,-2,-1
crass,-2,-1
crave,2,1
craven,-2,-1
cravenly,-2,-1
craving,2,1
craze,-2,-1
crazily,-2,-1
craziness,-2,-1
crazy,-2,-1
creative,2,1
credence,2,1
credence,2,1
credible,2,1
credulous,-2,-1
crime,-1,-1
criminal,-1,-1
cringe,-2,-1
cripple,-2,-1
crippling,-2,-1
crisis,-1,-1
crisis,-1,-1
crisp,1,1
critic,-2,-1
critical,-2,-1
criticism,-2,-1
criticism,-2,-1
criticisms,-2,-1
criticisms,-2,-1
criticize,-2,-1
critics,-2,-1
critics,-2,-1
crook,-2,-1
crooked,-2,-1
cross,-2,-1
crowded,-1,-1
crude,-1,-1
cruel,-2,-1
cruelties,-2,-1
cruelty,-2,-1
crumble,-1,-1
crumple,-1,-1
crusade,2,1
